id_sus,uf,municipio,slug
351170,sp,charqueada,sp-charqueada
430535,rs,charqueadas,rs-charqueadas
430537,rs,charrua,rs-charrua
230390,ce,chaval,ce-chaval
355720,sp,chavantes,sp-chavantes
150250,pa,chaves,pa-chaves
311620,mg,chiador,mg-chiador
430540,rs,chiapetta,rs-chiapetta
410540,pr,chopinzinho,pr-chopinzinho
230393,ce,choro,ce-choro
230395,ce,chorozinho,ce-chorozinho
290770,ba,chorrocho,ba-chorrocho
430543,rs,chui,rs-chui
110092,ro,chupinguaia,ro-chupinguaia
430544,rs,chuvisca,rs-chuvisca
410550,pr,cianorte,pr-cianorte
290780,ba,cicero-dantas,ba-cicero-dantas
410560,pr,cidade-gaucha,pr-cidade-gaucha
520549,go,cidade-ocidental,go-cidade-ocidental
210325,ma,cidelandia,ma-cidelandia
430545,rs,cidreira,rs-cidreira
290790,ba,cipo,ba-cipo
311630,mg,cipotanea,mg-cipotanea
430550,rs,ciriaco,rs-ciriaco
311640,mg,claraval,mg-claraval
311650,mg,claro-dos-pocoes,mg-claro-dos-pocoes
510305,mt,claudia,mt-claudia
311660,mg,claudio,mg-claudio
351190,sp,clementina,sp-clementina
410570,pr,clevelandia,pr-clevelandia
290800,ba,coaraci,ba-coaraci
130120,am,coari,am-coari
220270,pi,cocal,pi-cocal
220271,pi,cocal-de-telha,pi-cocal-de-telha
220272,pi,cocal-dos-alves,pi-cocal-dos-alves
420425,sc,cocal-do-sul,sc-cocal-do-sul
510310,mt,cocalinho,mt-cocalinho
520551,go,cocalzinho-de-goias,go-cocalzinho-de-goias
290810,ba,cocos,ba-cocos
130130,am,codajas,am-codajas
210330,ma,codo,ma-codo
210340,ma,coelho-neto,ma-coelho-neto
311670,mg,coimbra,mg-coimbra
270200,al,coite-do-noia,al-coite-do-noia
220273,pi,coivaras,pi-coivaras
150260,pa,colares,pa-colares
320150,es,colatina,es-colatina
510320,mt,colider,mt-colider
351200,sp,colina,sp-colina
430558,rs,colinas,rs-colinas
210350,ma,colinas,ma-colinas
520552,go,colinas-do-sul,go-colinas-do-sul
170550,to,colinas-do-tocantins,to-colinas-do-tocantins
171670,to,colmeia,to-colmeia
510325,mt,colniza,mt-colniza
351210,sp,colombia,sp-colombia
410580,pr,colombo,pr-colombo
220275,pi,colonia-do-gurgueia,pi-colonia-do-gurgueia
220277,pi,colonia-do-piaui,pi-colonia-do-piaui
270210,al,colonia-leopoldina,al-colonia-leopoldina
430560,rs,colorado,rs-colorado
410590,pr,colorado,pr-colorado
110006,ro,colorado-do-oeste,ro-colorado-do-oeste
311680,mg,coluna,mg-coluna
170555,to,combinado,to-combinado
311690,mg,comendador-gomes,mg-comendador-gomes
330095,rj,comendador-levy-gasparian,rj-comendador-levy-gasparian
311700,mg,comercinho,mg-comercinho
510330,mt,comodoro,mt-comodoro
250440,pb,conceicao,pb-conceicao
311710,mg,conceicao-da-aparecida,mg-conceicao-da-aparecida
320160,es,conceicao-da-barra,es-conceicao-da-barra
311520,mg,conceicao-da-barra-de-minas,mg-conceicao-da-barra-de-minas
290820,ba,conceicao-da-feira,ba-conceicao-da-feira
311730,mg,conceicao-das-alagoas,mg-conceicao-das-alagoas
311720,mg,conceicao-das-pedras,mg-conceicao-das-pedras
311740,mg,conceicao-de-ipanema,mg-conceicao-de-ipanema
330140,rj,conceicao-de-macabu,rj-conceicao-de-macabu
290830,ba,conceicao-do-almeida,ba-conceicao-do-almeida
150270,pa,conceicao-do-araguaia,pa-conceicao-do-araguaia
220280,pi,conceicao-do-caninde,pi-conceicao-do-caninde
320170,es,conceicao-do-castelo,es-conceicao-do-castelo
290840,ba,conceicao-do-coite,ba-conceicao-do-coite
290850,ba,conceicao-do-jacuipe,ba-conceicao-do-jacuipe
210355,ma,conceicao-do-lago-acu,ma-conceicao-do-lago-acu
311750,mg,conceicao-do-mato-dentro,mg-conceicao-do-mato-dentro
311760,mg,conceicao-do-para,mg-conceicao-do-para
311770,mg,conceicao-do-rio-verde,mg-conceicao-do-rio-verde
311780,mg,conceicao-dos-ouros,mg-conceicao-dos-ouros
170560,to,conceicao-do-tocantins,to-conceicao-do-tocantins
351220,sp,conchal,sp-conchal
351230,sp,conchas,sp-conchas
420430,sc,concordia,sc-concordia
150275,pa,concordia-do-para,pa-concordia-do-para
260460,pe,condado,pe-condado
250450,pb,condado,pb-condado
250460,pb,conde,pb-conde
290860,ba,conde,ba-conde
290870,ba,condeuba,ba-condeuba
430570,rs,condor,rs-condor
311783,mg,conego-marinho,mg-conego-marinho
311787,mg,confins,mg-confins
510335,mt,confresa,mt-confresa
250470,pb,congo,pb-congo
311790,mg,congonhal,mg-congonhal
311800,mg,congonhas,mg-congonhas
311810,mg,congonhas-do-norte,mg-congonhas-do-norte
410600,pr,congonhinhas,pr-congonhinhas
311820,mg,conquista,mg-conquista
510336,mt,conquista-d'oeste,mt-conquista-d'oeste
311830,mg,conselheiro-lafaiete,mg-conselheiro-lafaiete
410610,pr,conselheiro-mairinck,pr-conselheiro-mairinck
311840,mg,conselheiro-pena,mg-conselheiro-pena
311850,mg,consolacao,mg-consolacao
430580,rs,constantina,rs-constantina
311860,mg,contagem,mg-contagem
410620,pr,contenda,pr-contenda
290880,ba,contendas-do-sincora,ba-contendas-do-sincora
311870,mg,coqueiral,mg-coqueiral
430583,rs,coqueiro-baixo,rs-coqueiro-baixo
430585,rs,coqueiros-do-sul,rs-coqueiros-do-sul
270220,al,coqueiro-seco,al-coqueiro-seco
311880,mg,coracao-de-jesus,mg-coracao-de-jesus
290890,ba,coracao-de-maria,ba-coracao-de-maria
410630,pr,corbelia,pr-corbelia
330150,rj,cordeiro,rj-cordeiro
351240,sp,cordeiropolis,sp-cordeiropolis
290900,ba,cordeiros,ba-cordeiros
420435,sc,cordilheira-alta,sc-cordilheira-alta
311890,mg,cordisburgo,mg-cordisburgo
311900,mg,cordislandia,mg-cordislandia
230400,ce,coreau,ce-coreau
250480,pb,coremas,pb-coremas
500310,ms,corguinho,ms-corguinho
290910,ba,coribe,ba-coribe
311910,mg,corinto,mg-corinto
410640,pr,cornelio-procopio,pr-cornelio-procopio
311920,mg,coroaci,mg-coroaci
351250,sp,coroados,sp-coroados
210360,ma,coroata,ma-coroata
311930,mg,coromandel,mg-coromandel
430587,rs,coronel-barros,rs-coronel-barros
430590,rs,coronel-bicaco,rs-coronel-bicaco
410645,pr,coronel-domingos-soares,pr-coronel-domingos-soares
240280,rn,coronel-ezequiel,rn-coronel-ezequiel
311940,mg,coronel-fabriciano,mg-coronel-fabriciano
420440,sc,coronel-freitas,sc-coronel-freitas
240290,rn,coronel-joao-pessoa,rn-coronel-joao-pessoa
290920,ba,coronel-joao-sa,ba-coronel-joao-sa
220285,pi,coronel-jose-dias,pi-coronel-jose-dias
351260,sp,coronel-macedo,sp-coronel-macedo
420445,sc,coronel-martins,sc-coronel-martins
311950,mg,coronel-murta,mg-coronel-murta
311960,mg,coronel-pacheco,mg-coronel-pacheco
430593,rs,coronel-pilar,rs-coronel-pilar
500315,ms,coronel-sapucaia,ms-coronel-sapucaia
410650,pr,coronel-vivida,pr-coronel-vivida
311970,mg,coronel-xavier-chaves,mg-coronel-xavier-chaves
311980,mg,corrego-danta,mg-corrego-danta
311990,mg,corrego-do-bom-jesus,mg-corrego-do-bom-jesus
520570,go,corrego-do-ouro,go-corrego-do-ouro
311995,mg,corrego-fundo,mg-corrego-fundo
312000,mg,corrego-novo,mg-corrego-novo
420455,sc,correia-pinto,sc-correia-pinto
220290,pi,corrente,pi-corrente
260470,pe,correntes,pe-correntes
290930,ba,correntina,ba-correntina
260480,pe,cortes,pe-cortes
500320,ms,corumba,ms-corumba
520580,go,corumba-de-goias,go-corumba-de-goias
520590,go,corumbaiba,go-corumbaiba
351270,sp,corumbatai,sp-corumbatai
410655,pr,corumbatai-do-sul,pr-corumbatai-do-sul
110007,ro,corumbiara,ro-corumbiara
420450,sc,corupa,sc-corupa
270230,al,coruripe,al-coruripe
351280,sp,cosmopolis,sp-cosmopolis
351290,sp,cosmorama,sp-cosmorama
110008,ro,costa-marques,ro-costa-marques
500325,ms,costa-rica,ms-costa-rica
290940,ba,cotegipe,ba-cotegipe
351300,sp,cotia,sp-cotia
430595,rs,cotipora,rs-cotipora
510337,mt,cotriguacu,mt-cotriguacu
312010,mg,couto-de-magalhaes-de-minas,mg-couto-de-magalhaes-de-minas
170600,to,couto-magalhaes,to-couto-magalhaes
430597,rs,coxilha,rs-coxilha
500330,ms,coxim,ms-coxim
250485,pb,coxixola,pb-coxixola
270235,al,craibas,al-craibas
230410,ce,crateus,ce-crateus
230420,ce,crato,ce-crato
351310,sp,cravinhos,sp-cravinhos
290950,ba,cravolandia,ba-cravolandia
420460,sc,criciuma,sc-criciuma
312015,mg,crisolita,mg-crisolita
290960,ba,crisopolis,ba-crisopolis
430600,rs,crissiumal,rs-crissiumal
312020,mg,cristais,mg-cristais
351320,sp,cristais-paulista,sp-cristais-paulista
430605,rs,cristal,rs-cristal
170610,to,cristalandia,to-cristalandia
220300,pi,cristalandia-do-piaui,pi-cristalandia-do-piaui
430607,rs,cristal-do-sul,rs-cristal-do-sul
312030,mg,cristalia,mg-cristalia
520620,go,cristalina,go-cristalina
312040,mg,cristiano-otoni,mg-cristiano-otoni
520630,go,cristianopolis,go-cristianopolis
312050,mg,cristina,mg-cristina
280170,se,cristinapolis,se-cristinapolis
220310,pi,cristino-castro,pi-cristino-castro
290970,ba,cristopolis,ba-cristopolis
520640,go,crixas,go-crixas
170625,to,crixas-do-tocantins,to-crixas-do-tocantins
230423,ce,croata,ce-croata
520650,go,crominia,go-crominia
312060,mg,crucilandia,mg-crucilandia
230425,ce,cruz,ce-cruz
351330,sp,cruzalia,sp-cruzalia
430610,rs,cruz-alta,rs-cruz-alta
430613,rs,cruzaltense,rs-cruzaltense
290980,ba,cruz-das-almas,ba-cruz-das-almas
250490,pb,cruz-do-espirito-santo,pb-cruz-do-espirito-santo
351340,sp,cruzeiro,sp-cruzeiro
312070,mg,cruzeiro-da-fortaleza,mg-cruzeiro-da-fortaleza
410657,pr,cruzeiro-do-iguacu,pr-cruzeiro-do-iguacu
410660,pr,cruzeiro-do-oeste,pr-cruzeiro-do-oeste
430620,rs,cruzeiro-do-sul,rs-cruzeiro-do-sul
410670,pr,cruzeiro-do-sul,pr-cruzeiro-do-sul
120020,ac,cruzeiro-do-sul,ac-cruzeiro-do-sul
240300,rn,cruzeta,rn-cruzeta
312080,mg,cruzilia,mg-cruzilia
410680,pr,cruz-machado,pr-cruz-machado
410685,pr,cruzmaltina,pr-cruzmaltina
351350,sp,cubatao,sp-cubatao
250500,pb,cubati,pb-cubati
510340,mt,cuiaba,mt-cuiaba
250510,pb,cuite,pb-cuite
250523,pb,cuite-de-mamanguape,pb-cuite-de-mamanguape
250520,pb,cuitegi,pb-cuitegi
110094,ro,cujubim,ro-cujubim
520660,go,cumari,go-cumari
260490,pe,cumaru,pe-cumaru
150276,pa,cumaru-do-norte,pa-cumaru-do-norte
280190,se,cumbe,se-cumbe
351360,sp,cunha,sp-cunha
420470,sc,cunha-pora,sc-cunha-pora
420475,sc,cunhatai,sc-cunhatai
312083,mg,cuparaque,mg-cuparaque
260500,pe,cupira,pe-cupira
290990,ba,curaca,ba-curaca
220320,pi,curimata,pi-curimata
150277,pa,curionopolis,pa-curionopolis
410690,pr,curitiba,pr-curitiba
420480,sc,curitibanos,sc-curitibanos
410700,pr,curiuva,pr-curiuva
220323,pi,currais,pi-currais
240310,rn,currais-novos,rn-currais-novos
250527,pb,curral-de-cima,pb-curral-de-cima
312087,mg,curral-de-dentro,mg-curral-de-dentro
150280,pa,curralinho,pa-curralinho
220325,pi,curralinhos,pi-curralinhos
220327,pi,curral-novo-do-piaui,pi-curral-novo-do-piaui
250530,pb,curral-velho,pb-curral-velho
150285,pa,curua,pa-curua
150290,pa,curuca,pa-curuca
210370,ma,cururupu,ma-cururupu
510343,mt,curvelandia,mt-curvelandia
312090,mg,curvelo,mg-curvelo
260510,pe,custodia,pe-custodia
160021,ap,cutias,ap-cutias
520670,go,damianopolis,go-damianopolis
250535,pb,damiao,pb-damiao
520680,go,damolandia,go-damolandia
170650,to,darcinopolis,to-darcinopolis
291000,ba,dario-meira,ba-dario-meira
312100,mg,datas,mg-datas
430630,rs,david-canabarro,rs-david-canabarro
520690,go,davinopolis,go-davinopolis
210375,ma,davinopolis,ma-davinopolis
312110,mg,delfim-moreira,mg-delfim-moreira
312120,mg,delfinopolis,mg-delfinopolis
270240,al,delmiro-gouveia,al-delmiro-gouveia
312125,mg,delta,mg-delta
220330,pi,demerval-lobao,pi-demerval-lobao
510345,mt,denise,mt-denise
500345,ms,deodapolis,ms-deodapolis
230426,ce,deputado-irapuan-pinheiro,ce-deputado-irapuan-pinheiro
430632,rs,derrubadas,rs-derrubadas
351370,sp,descalvado,sp-descalvado
420490,sc,descanso,sc-descanso
312130,mg,descoberto,mg-descoberto
250540,pb,desterro,pb-desterro
312140,mg,desterro-de-entre-rios,mg-desterro-de-entre-rios
312150,mg,desterro-do-melo,mg-desterro-do-melo
430635,rs,dezesseis-de-novembro,rs-dezesseis-de-novembro
351380,sp,diadema,sp-diadema
250560,pb,diamante,pb-diamante
410715,pr,diamante-d'oeste,pr-diamante-d'oeste
410710,pr,diamante-do-norte,pr-diamante-do-norte
410712,pr,diamante-do-sul,pr-diamante-do-sul
312160,mg,diamantina,mg-diamantina
510350,mt,diamantino,mt-diamantino
170700,to,dianopolis,to-dianopolis
291005,ba,dias-d'avila,ba-dias-d'avila
430637,rs,dilermando-de-aguiar,rs-dilermando-de-aguiar
312170,mg,diogo-de-vasconcelos,mg-diogo-de-vasconcelos
312180,mg,dionisio,mg-dionisio
420500,sc,dionisio-cerqueira,sc-dionisio-cerqueira
520710,go,diorama,go-diorama
351385,sp,dirce-reis,sp-dirce-reis
220335,pi,dirceu-arcoverde,pi-dirceu-arcoverde
280200,se,divina-pastora,se-divina-pastora
312190,mg,divinesia,mg-divinesia
312200,mg,divino,mg-divino
312210,mg,divino-das-laranjeiras,mg-divino-das-laranjeiras
320180,es,divino-de-sao-lourenco,es-divino-de-sao-lourenco
351390,sp,divinolandia,sp-divinolandia
312220,mg,divinolandia-de-minas,mg-divinolandia-de-minas
312230,mg,divinopolis,mg-divinopolis
520830,go,divinopolis-de-goias,go-divinopolis-de-goias
170710,to,divinopolis-do-tocantins,to-divinopolis-do-tocantins
312235,mg,divisa-alegre,mg-divisa-alegre
312240,mg,divisa-nova,mg-divisa-nova
312245,mg,divisopolis,mg-divisopolis
351400,sp,dobrada,sp-dobrada
351410,sp,dois-corregos,sp-dois-corregos
430640,rs,dois-irmaos,rs-dois-irmaos
430642,rs,dois-irmaos-das-missoes,rs-dois-irmaos-das-missoes
500348,ms,dois-irmaos-do-buriti,ms-dois-irmaos-do-buriti
170720,to,dois-irmaos-do-tocantins,to-dois-irmaos-do-tocantins
430645,rs,dois-lajeados,rs-dois-lajeados
270250,al,dois-riachos,al-dois-riachos
410720,pr,dois-vizinhos,pr-dois-vizinhos
351420,sp,dolcinopolis,sp-dolcinopolis
510360,mt,dom-aquino,mt-dom-aquino
291010,ba,dom-basilio,ba-dom-basilio
312247,mg,dom-bosco,mg-dom-bosco
312250,mg,dom-cavati,mg-dom-cavati
150293,pa,dom-eliseu,pa-dom-eliseu
220340,pi,dom-expedito-lopes,pi-dom-expedito-lopes
430650,rs,dom-feliciano,rs-dom-feliciano
320190,es,domingos-martins,es-domingos-martins
220342,pi,domingos-mourao,pi-domingos-mourao
220345,pi,dom-inocencio,pi-dom-inocencio
312260,mg,dom-joaquim,mg-dom-joaquim
291020,ba,dom-macedo-costa,ba-dom-macedo-costa
430660,rs,dom-pedrito,rs-dom-pedrito
210380,ma,dom-pedro,ma-dom-pedro
430655,rs,dom-pedro-de-alcantara,rs-dom-pedro-de-alcantara
312270,mg,dom-silverio,mg-dom-silverio
312280,mg,dom-vicoso,mg-dom-vicoso
420510,sc,dona-emma,sc-dona-emma
312290,mg,dona-eusebia,mg-dona-eusebia
430670,rs,dona-francisca,rs-dona-francisca
250570,pb,dona-ines,pb-dona-ines
312300,mg,dores-de-campos,mg-dores-de-campos
312310,mg,dores-de-guanhaes,mg-dores-de-guanhaes
312320,mg,dores-do-indaia,mg-dores-do-indaia
320200,es,dores-do-rio-preto,es-dores-do-rio-preto
312330,mg,dores-do-turvo,mg-dores-do-turvo
312340,mg,doresopolis,mg-doresopolis
260515,pe,dormentes,pe-dormentes
410725,pr,douradina,pr-douradina
500350,ms,douradina,ms-douradina
351430,sp,dourado,sp-dourado
312350,mg,douradoquara,mg-douradoquara
500370,ms,dourados,ms-dourados
410730,pr,doutor-camargo,pr-doutor-camargo
430673,rs,doutor-mauricio-cardoso,rs-doutor-mauricio-cardoso
420515,sc,doutor-pedrinho,sc-doutor-pedrinho
430675,rs,doutor-ricardo,rs-doutor-ricardo
240320,rn,doutor-severiano,rn-doutor-severiano
412863,pr,doutor-ulysses,pr-doutor-ulysses
520725,go,doverlandia,go-doverlandia
351440,sp,dracena,sp-dracena
351450,sp,duartina,sp-duartina
330160,rj,duas-barras,rj-duas-barras
250580,pb,duas-estradas,pb-duas-estradas
170730,to,duere,to-duere
351460,sp,dumont,sp-dumont
210390,ma,duque-bacelar,ma-duque-bacelar
330170,rj,duque-de-caxias,rj-duque-de-caxias
312352,mg,durande,mg-durande
351470,sp,echapora,sp-echapora
320210,es,ecoporanga,es-ecoporanga
520735,go,edealina,go-edealina
520740,go,edeia,go-edeia
130140,am,eirunepe,am-eirunepe
500375,ms,eldorado,ms-eldorado
351480,sp,eldorado,sp-eldorado
150295,pa,eldorado-do-carajas,pa-eldorado-do-carajas
430676,rs,eldorado-do-sul,rs-eldorado-do-sul
220350,pi,elesbao-veloso,pi-elesbao-veloso
351490,sp,elias-fausto,sp-elias-fausto
220360,pi,eliseu-martins,pi-eliseu-martins
351492,sp,elisiario,sp-elisiario
291030,ba,elisio-medrado,ba-elisio-medrado
312360,mg,eloi-mendes,mg-eloi-mendes
250590,pb,emas,pb-emas
351495,sp,embauba,sp-embauba
351500,sp,embu-das-artes,sp-embu-das-artes
351510,sp,embu-guacu,sp-embu-guacu
351512,sp,emilianopolis,sp-emilianopolis
430680,rs,encantado,rs-encantado
240330,rn,encanto,rn-encanto
291040,ba,encruzilhada,ba-encruzilhada
430690,rs,encruzilhada-do-sul,rs-encruzilhada-do-sul
410740,pr,eneas-marques,pr-eneas-marques
410750,pr,engenheiro-beltrao,pr-engenheiro-beltrao
312370,mg,engenheiro-caldas,mg-engenheiro-caldas
351515,sp,engenheiro-coelho,sp-engenheiro-coelho
312380,mg,engenheiro-navarro,mg-engenheiro-navarro
330180,rj,engenheiro-paulo-de-frontin,rj-engenheiro-paulo-de-frontin
430692,rs,engenho-velho,rs-engenho-velho
312385,mg,entre-folhas,mg-entre-folhas
430693,rs,entre-ijuis,rs-entre-ijuis
291050,ba,entre-rios,ba-entre-rios
420517,sc,entre-rios,sc-entre-rios
312390,mg,entre-rios-de-minas,mg-entre-rios-de-minas
410753,pr,entre-rios-do-oeste,pr-entre-rios-do-oeste
430695,rs,entre-rios-do-sul,rs-entre-rios-do-sul
130150,am,envira,am-envira
120025,ac,epitaciolandia,ac-epitaciolandia
240340,rn,equador,rn-equador
430697,rs,erebango,rs-erebango
430700,rs,erechim,rs-erechim
230427,ce,erere,ce-erere
290050,ba,erico-cardoso,ba-erico-cardoso
420519,sc,ermo,sc-ermo
430705,rs,ernestina,rs-ernestina
430720,rs,erval-grande,rs-erval-grande
312400,mg,ervalia,mg-ervalia
430730,rs,erval-seco,rs-erval-seco
420520,sc,erval-velho,sc-erval-velho
260520,pe,escada,pe-escada
430740,rs,esmeralda,rs-esmeralda
312410,mg,esmeraldas,mg-esmeraldas
312420,mg,espera-feliz,mg-espera-feliz
250600,pb,esperanca,pb-esperanca
430745,rs,esperanca-do-sul,rs-esperanca-do-sul
410752,pr,esperanca-nova,pr-esperanca-nova
220370,pi,esperantina,pi-esperantina
170740,to,esperantina,to-esperantina
210400,ma,esperantinopolis,ma-esperantinopolis
410754,pr,espigao-alto-do-iguacu,pr-espigao-alto-do-iguacu
110009,ro,espigao-d'oeste,ro-espigao-d'oeste
312430,mg,espinosa,mg-espinosa
240350,rn,espirito-santo,rn-espirito-santo
312440,mg,espirito-santo-do-dourado,mg-espirito-santo-do-dourado
351518,sp,espirito-santo-do-pinhal,sp-espirito-santo-do-pinhal
351519,sp,espirito-santo-do-turvo,sp-espirito-santo-do-turvo
291060,ba,esplanada,ba-esplanada
430750,rs,espumoso,rs-espumoso
430755,rs,estacao,rs-estacao
280210,se,estancia,se-estancia
430760,rs,estancia-velha,rs-estancia-velha
430770,rs,esteio,rs-esteio
312450,mg,estiva,mg-estiva
355730,sp,estiva-gerbi,sp-estiva-gerbi
210405,ma,estreito,ma-estreito
430780,rs,estrela,rs-estrela
312460,mg,estrela-dalva,mg-estrela-dalva
270255,al,estrela-de-alagoas,al-estrela-de-alagoas
351520,sp,estrela-d'oeste,sp-estrela-d'oeste
312470,mg,estrela-do-indaia,mg-estrela-do-indaia
351530,sp,estrela-do-norte,sp-estrela-do-norte
520750,go,estrela-do-norte,go-estrela-do-norte
312480,mg,estrela-do-sul,mg-estrela-do-sul
430781,rs,estrela-velha,rs-estrela-velha
291070,ba,euclides-da-cunha,ba-euclides-da-cunha
351535,sp,euclides-da-cunha-paulista,sp-euclides-da-cunha-paulista
430783,rs,eugenio-de-castro,rs-eugenio-de-castro
312490,mg,eugenopolis,mg-eugenopolis
291072,ba,eunapolis,ba-eunapolis
230428,ce,eusebio,ce-eusebio
312500,mg,ewbank-da-camara,mg-ewbank-da-camara
312510,mg,extrema,mg-extrema
240360,rn,extremoz,rn-extremoz
260530,pe,exu,pe-exu
250610,pb,fagundes,pb-fagundes
430786,rs,fagundes-varela,rs-fagundes-varela
520753,go,faina,go-faina
312520,mg,fama,mg-fama
312530,mg,faria-lemos,mg-faria-lemos
230430,ce,farias-brito,ce-farias-brito
150300,pa,faro,pa-faro
410755,pr,farol,pr-farol
430790,rs,farroupilha,rs-farroupilha
351540,sp,fartura,sp-fartura
220375,pi,fartura-do-piaui,pi-fartura-do-piaui
170755,to,fatima,to-fatima
291075,ba,fatima,ba-fatima
500380,ms,fatima-do-sul,ms-fatima-do-sul
410760,pr,faxinal,pr-faxinal
420530,sc,faxinal-dos-guedes,sc-faxinal-dos-guedes
430800,rs,faxinal-do-soturno,rs-faxinal-do-soturno
430805,rs,faxinalzinho,rs-faxinalzinho
520760,go,fazenda-nova,go-fazenda-nova
410765,pr,fazenda-rio-grande,pr-fazenda-rio-grande
430807,rs,fazenda-vilanova,rs-fazenda-vilanova
120030,ac,feijo,ac-feijo
291077,ba,feira-da-mata,ba-feira-da-mata
291080,ba,feira-de-santana,ba-feira-de-santana
270260,al,feira-grande,al-feira-grande
260540,pe,feira-nova,pe-feira-nova
280220,se,feira-nova,se-feira-nova
210407,ma,feira-nova-do-maranhao,ma-feira-nova-do-maranhao
312540,mg,felicio-dos-santos,mg-felicio-dos-santos
240370,rn,felipe-guerra,rn-felipe-guerra
312560,mg,felisburgo,mg-felisburgo
312570,mg,felixlandia,mg-felixlandia
430810,rs,feliz,rs-feliz
270270,al,feliz-deserto,al-feliz-deserto
510370,mt,feliz-natal,mt-feliz-natal
410770,pr,fenix,pr-fenix
410773,pr,fernandes-pinheiro,pr-fernandes-pinheiro
312580,mg,fernandes-tourinho,mg-fernandes-tourinho
260545,pe,fernando-de-noronha,pe-fernando-de-noronha
210408,ma,fernando-falcao,ma-fernando-falcao
240375,rn,fernando-pedroza,rn-fernando-pedroza
351550,sp,fernandopolis,sp-fernandopolis
351560,sp,fernando-prestes,sp-fernando-prestes
351565,sp,fernao,sp-fernao
351570,sp,ferraz-de-vasconcelos,sp-ferraz-de-vasconcelos
160023,ap,ferreira-gomes,ap-ferreira-gomes
260550,pe,ferreiros,pe-ferreiros
312590,mg,ferros,mg-ferros
312595,mg,fervedouro,mg-fervedouro
410775,pr,figueira,pr-figueira
500390,ms,figueirao,ms-figueirao
170765,to,figueiropolis,to-figueiropolis
510380,mt,figueiropolis-d'oeste,mt-figueiropolis-d'oeste
170770,to,filadelfia,to-filadelfia
291085,ba,filadelfia,ba-filadelfia
291090,ba,firmino-alves,ba-firmino-alves
520780,go,firminopolis,go-firminopolis
270280,al,flexeiras,al-flexeiras
410780,pr,florai,pr-florai
240380,rn,florania,rn-florania
351580,sp,flora-rica,sp-flora-rica
410785,pr,flor-da-serra-do-sul,pr-flor-da-serra-do-sul
420535,sc,flor-do-sertao,sc-flor-do-sertao
351590,sp,floreal,sp-floreal
260560,pe,flores,pe-flores
430820,rs,flores-da-cunha,rs-flores-da-cunha
520790,go,flores-de-goias,go-flores-de-goias
220380,pi,flores-do-piaui,pi-flores-do-piaui
410790,pr,floresta,pr-floresta
260570,pe,floresta,pe-floresta
291100,ba,floresta-azul,ba-floresta-azul
150304,pa,floresta-do-araguaia,pa-floresta-do-araguaia
220385,pi,floresta-do-piaui,pi-floresta-do-piaui
312600,mg,florestal,mg-florestal
410800,pr,florestopolis,pr-florestopolis
220390,pi,floriano,pi-floriano
430825,rs,floriano-peixoto,rs-floriano-peixoto
420540,sc,florianopolis,sc-florianopolis
410810,pr,florida,pr-florida
351600,sp,florida-paulista,sp-florida-paulista
351610,sp,florinia,sp-florinia
130160,am,fonte-boa,am-fonte-boa
430830,rs,fontoura-xavier,rs-fontoura-xavier
312610,mg,formiga,mg-formiga
430840,rs,formigueiro,rs-formigueiro
520800,go,formosa,go-formosa
210409,ma,formosa-da-serra-negra,ma-formosa-da-serra-negra
410820,pr,formosa-do-oeste,pr-formosa-do-oeste
291110,ba,formosa-do-rio-preto,ba-formosa-do-rio-preto
420543,sc,formosa-do-sul,sc-formosa-do-sul
312620,mg,formoso,mg-formoso
520810,go,formoso,go-formoso
170820,to,formoso-do-araguaia,to-formoso-do-araguaia
430843,rs,forquetinha,rs-forquetinha
230435,ce,forquilha,ce-forquilha
420545,sc,forquilhinha,sc-forquilhinha
230440,ce,fortaleza,ce-fortaleza
312630,mg,fortaleza-de-minas,mg-fortaleza-de-minas
210410,ma,fortaleza-dos-nogueiras,ma-fortaleza-dos-nogueiras
430845,rs,fortaleza-dos-valos,rs-fortaleza-dos-valos
170825,to,fortaleza-do-tabocao,to-fortaleza-do-tabocao
230445,ce,fortim,ce-fortim
210420,ma,fortuna,ma-fortuna
312640,mg,fortuna-de-minas,mg-fortuna-de-minas
410830,pr,foz-do-iguacu,pr-foz-do-iguacu
410845,pr,foz-do-jordao,pr-foz-do-jordao
420550,sc,fraiburgo,sc-fraiburgo
351620,sp,franca,sp-franca
220400,pi,francinopolis,pi-francinopolis
410832,pr,francisco-alves,pr-francisco-alves
220410,pi,francisco-ayres,pi-francisco-ayres
312650,mg,francisco-badaro,mg-francisco-badaro
410840,pr,francisco-beltrao,pr-francisco-beltrao
240390,rn,francisco-dantas,rn-francisco-dantas
312660,mg,francisco-dumont,mg-francisco-dumont
220415,pi,francisco-macedo,pi-francisco-macedo
351630,sp,francisco-morato,sp-francisco-morato
312675,mg,franciscopolis,mg-franciscopolis
312670,mg,francisco-sa,mg-francisco-sa
220420,pi,francisco-santos,pi-francisco-santos
351640,sp,franco-da-rocha,sp-franco-da-rocha
230450,ce,frecheirinha,ce-frecheirinha
430850,rs,frederico-westphalen,rs-frederico-westphalen
312680,mg,frei-gaspar,mg-frei-gaspar
312690,mg,frei-inocencio,mg-frei-inocencio
312695,mg,frei-lagonegro,mg-frei-lagonegro
250620,pb,frei-martinho,pb-frei-martinho
260580,pe,frei-miguelinho,pe-frei-miguelinho
